Datetime,CO2 (ppm),T (°C),RH (%),P (Pa),Ambient Light (ADC),Battery (mV)
2021-09-11 17:38:24.739802,741,25.43,52.47,96474.5,19664,4369
2021-09-11 17:38:44.905978,740,25.43,52.47,96476.47,19680,4369
2021-09-11 17:38:49.903153,740,25.43,52.47,96476.47,19680,4369
2021-09-11 17:38:57.915587,740,25.44,52.51,96477.28,19596,4369
2021-09-11 17:39:06.056803,740,25.44,52.51,96477.28,19596,4369
2021-09-11 17:39:13.958953,741,25.43,52.52,96479.38,19570,4370
2021-09-11 17:39:24.986082,740,25.44,52.54,96478.97,19624,4370
2021-09-11 17:39:48.169359,741,25.43,52.53,96479.38,19658,4369
2021-09-11 17:39:53.168422,741,25.43,52.53,96479.38,19658,4369
2021-09-11 17:39:58.170078,741,25.44,52.54,96480.19,19568,4368
2021-09-11 17:40:03.173762,741,25.44,52.54,96480.19,19568,4368
2021-09-11 17:49:21.598024,713,25.45,52.33,96492.49,19470,4368
2021-09-11 17:49:44.651715,707,25.45,52.32,96491.21,19490,4371
2021-09-11 17:50:47.310495,698,25.44,52.27,96491.68,19486,4369
2021-09-11 17:50:58.348863,698,25.44,52.27,96491.68,19486,4369
2021-09-11 17:51:12.487944,696,25.44,52.26,96490.87,19476,4371
2021-09-11 17:51:17.367790,696,25.44,52.26,96490.87,19476,4371
2021-09-11 17:51:22.381197,693,25.45,52.25,96500.79,19408,4370
2021-09-11 17:51:57.715146,687,25.43,52.23,96491.1,19478,4373
2021-09-11 17:52:05.726165,687,25.43,52.23,96491.1,19478,4373
2021-09-11 17:52:25.896647,680,25.44,52.23,96490.81,19476,4372
2021-09-11 17:52:39.922109,676,25.43,52.21,96492.49,19464,4371
2021-09-11 17:52:44.921029,670,25.43,52.18,96489.94,19460,4372
2021-09-11 17:52:56.070262,670,25.43,52.18,96489.94,19460,4372
2021-09-11 17:53:03.965742,668,25.43,52.18,96493.19,19504,4370
2021-09-11 17:53:14.987586,668,25.43,52.18,96493.19,19504,4370
2021-09-11 17:53:19.979577,668,25.43,52.19,96487.97,19446,4371
2021-09-11 17:53:24.982814,668,25.43,52.19,96487.97,19446,4371
2021-09-11 17:53:29.983294,668,25.43,52.19,96487.97,19446,4371
2021-09-11 17:53:50.148674,669,25.43,52.22,96500.51,19468,4371
2021-09-11 17:53:55.146740,669,25.43,52.22,96500.51,19468,4371
2021-09-11 17:54:00.150374,669,25.43,52.22,96500.51,19468,4371
2021-09-11 17:54:20.316060,669,25.43,52.17,96493.13,19410,4372
2021-09-11 17:54:37.467805,669,25.43,52.16,96491.28,19436,4372
2021-09-11 17:54:45.360521,669,25.43,52.16,96492.84,19474,4371
2021-09-11 17:54:50.358301,669,25.43,52.16,96492.84,19474,4371
2021-09-11 17:54:55.361437,669,25.42,52.17,96492.03,19440,4369
2021-09-11 17:55:00.363555,669,25.42,52.17,96492.03,19440,4369
2021-09-11 17:55:17.530681,668,25.42,52.12,96498.53,19446,4369
2021-09-11 17:55:25.554747,668,25.42,52.12,96498.53,19446,4369
2021-09-11 17:55:45.716569,667,25.42,52.1,96497.03,19428,4372
2021-09-11 17:56:21.053097,666,25.42,52.1,96497.55,19390,4369
2021-09-11 17:56:26.045606,666,25.42,52.1,96497.55,19390,4369
2021-09-11 17:56:46.214958,665,25.41,52.07,96495.34,19382,4370
2021-09-11 17:56:51.213998,663,25.42,52.07,96498.42,19360,4371
2021-09-11 17:56:56.216174,663,25.42,52.07,96498.42,19360,4371
2021-09-11 17:57:07.235467,661,25.41,52.06,96496.33,19394,4371
2021-09-11 17:57:15.259331,661,25.41,52.06,96496.33,19394,4371
2021-09-11 17:57:47.729375,658,25.41,52.04,96496.04,19358,4371
2021-09-11 17:57:52.621319,658,25.41,52.04,96496.04,19358,4371
2021-09-11 17:58:09.896300,656,25.4,52.03,96496.33,19338,4370
2021-09-11 17:58:51.614206,651,25.4,52.02,96500.45,19380,4371
2021-09-11 17:58:56.504376,651,25.4,52.02,96500.45,19380,4371
2021-09-11 17:59:01.506773,651,25.4,52.02,96500.45,19380,4371
2021-09-11 17:59:18.782660,651,25.4,52.03,96498.02,19376,4372
2021-09-11 17:59:35.950514,650,25.4,52.04,96504.57,19340,4371
2021-09-11 17:59:40.839914,651,25.4,52.05,96498.48,19390,4371
2021-09-11 18:00:04.255953,650,25.4,52.06,96499.29,19402,4370
2021-09-11 18:00:30.583413,651,25.39,52.06,96499.87,19358,4370
2021-09-11 18:00:35.586610,651,25.39,52.06,96499.87,19358,4370
2021-09-11 18:00:40.587977,651,25.39,52.06,96499.87,19358,4370
2021-09-11 18:00:45.590735,652,25.39,52.07,96496.8,19352,4372
2021-09-11 18:00:50.592884,652,25.39,52.07,96496.8,19352,4372
2021-09-11 18:00:55.596746,652,25.39,52.07,96496.8,19352,4372
2021-09-11 18:02:01.859852,653,25.39,52.03,96498.89,19368,4371
2021-09-11 18:02:12.887242,653,25.38,52.02,96497.09,19298,4372
2021-09-11 18:02:42.335458,652,25.38,52.02,96496.68,19368,4372
2021-09-11 18:02:53.363602,652,25.38,52.02,96496.68,19368,4372
2021-09-11 18:03:04.397742,651,25.38,52.02,96498.6,19316,4372
2021-09-11 18:03:27.706492,650,25.38,52.02,96499.12,19396,4372
2021-09-11 18:03:32.599073,649,25.37,52.0,96496.63,19442,4369
2021-09-11 18:04:23.588934,642,25.37,51.96,96496.28,19318,4371
2021-09-11 18:04:46.895803,641,25.36,51.95,96497.44,19328,4372
2021-09-11 18:04:57.927082,639,25.37,51.96,96503.88,19330,4371
2021-09-11 18:05:05.836082,639,25.37,51.96,96503.88,19330,4371
2021-09-11 18:09:39.890271,617,25.34,51.92,96492.1,19300,4371
2021-09-11 18:09:57.170131,616,25.34,51.93,96491.52,19288,4371
2021-09-11 18:10:08.199543,614,25.34,51.91,96491.06,19222,4370
2021-09-11 18:10:13.087773,614,25.34,51.91,96491.06,19222,4370
2021-09-11 18:11:19.465802,610,25.34,51.88,96494.66,19234,4371
2021-09-11 18:11:36.645011,608,25.34,51.89,96494.31,19182,4371
2021-09-11 18:11:47.668940,607,25.34,51.93,96492.92,19190,4371
2021-09-11 18:11:58.699468,607,25.34,51.93,96492.92,19190,4371
2021-09-11 18:12:15.760446,607,25.34,51.91,96494.19,19126,4372
2021-09-11 18:12:26.899517,606,25.34,51.93,96495.7,19186,4372
2021-09-11 18:12:37.925896,606,25.33,51.93,96494.37,19184,4370
2021-09-11 18:12:48.955875,606,25.33,51.93,96494.37,19184,4370
2021-09-11 18:12:53.848306,606,25.34,51.92,96494.02,19220,4371
2021-09-11 18:13:08.002228,606,25.34,51.92,96494.02,19220,4371
2021-09-11 18:13:12.894275,607,25.34,51.93,96495.36,19162,4371
2021-09-11 18:13:20.914760,607,25.34,51.93,96495.36,19162,4371
2021-09-11 18:13:25.915527,607,25.33,51.91,96493.67,19144,4373
2021-09-11 18:13:43.199094,607,25.33,51.91,96493.67,19144,4373
2021-09-11 18:13:54.232766,607,25.34,51.91,96494.31,19102,4371
2021-09-11 18:14:11.395979,608,25.34,51.93,96492.57,19104,4371
2021-09-11 18:14:16.287048,609,25.34,51.93,96494.89,19220,4371
2021-09-11 18:14:33.565837,609,25.33,51.93,96493.27,19156,4371
2021-09-11 18:14:38.458736,609,25.33,51.93,96493.27,19156,4371
2021-09-11 18:15:01.895666,610,25.33,51.93,96495.94,19100,4372
2021-09-11 18:15:12.918954,611,25.33,51.93,96494.49,19164,4370
2021-09-11 18:15:17.809960,611,25.33,51.93,96494.49,19164,4370
2021-09-11 18:15:35.091206,613,25.33,51.91,96492.57,19184,4371
2021-09-11 18:15:49.132639,613,25.33,51.91,96492.28,19074,4373
2021-09-11 18:15:54.022574,613,25.33,51.91,96492.28,19074,4373
2021-09-11 18:16:11.302396,615,25.33,51.9,96495.24,19070,4370
2021-09-11 18:16:25.349002,616,25.33,51.9,96494.02,19116,4371
2021-09-11 18:16:36.382189,618,25.33,51.92,96495.01,19022,4370
2021-09-11 18:16:44.287289,618,25.33,51.92,96495.01,19022,4370
2021-09-11 18:16:49.289457,620,25.33,51.93,96493.96,19092,4371
2021-09-11 18:17:03.449645,623,25.33,51.95,96499.94,19080,4370
2021-09-11 18:17:14.592759,623,25.33,51.95,96499.94,19080,4370
2021-09-11 18:17:31.756095,625,25.33,51.93,96496.58,19054,4371
2021-09-11 18:17:36.647006,625,25.33,51.93,96495.07,19030,4367
2021-09-11 18:18:55.200428,630,25.33,51.93,96496.05,19056,4371
2021-09-11 18:19:00.090850,633,25.33,51.96,96497.68,19058,4372
2021-09-11 18:19:44.864711,636,25.33,51.98,96494.89,18988,4371
2021-09-11 18:19:52.917756,637,25.33,51.98,96494.89,19038,4369
2021-09-11 18:19:57.923288,637,25.33,51.98,96494.89,19038,4369
2021-09-11 18:20:05.948385,638,25.33,52.0,96497.62,18972,4370
2021-09-11 18:20:10.945123,638,25.33,52.0,96497.62,18972,4370
2021-09-11 18:20:15.936081,638,25.33,52.0,96497.62,18972,4370
2021-09-11 18:20:23.962520,639,25.33,51.96,96493.67,18924,4371
2021-09-11 18:20:47.195287,638,25.32,51.96,96498.32,18962,4370
2021-09-11 18:20:55.240660,638,25.33,51.98,96502.79,18888,4371
2021-09-11 18:21:00.246469,638,25.33,51.98,96502.79,18888,4371
2021-09-11 18:21:05.242394,638,25.33,51.98,96502.79,18888,4371
2021-09-11 18:21:28.453757,638,25.33,51.97,96496.87,18608,4371
2021-09-11 18:21:33.448371,638,25.33,51.97,96496.87,18608,4371
2021-09-11 18:21:44.535368,637,25.32,51.99,96496.75,18148,4370
2021-09-11 18:21:55.561097,637,25.32,51.99,96496.75,18148,4370
2021-09-11 18:22:09.687588,637,25.33,52.01,96496.81,17536,4370
2021-09-11 18:22:20.749547,636,25.34,51.99,96498.95,17132,4370
2021-09-11 18:22:28.812390,636,25.34,51.99,96498.95,17132,4370
2021-09-11 18:22:51.945122,635,25.32,51.98,96497.62,17348,4370
2021-09-11 18:22:59.966716,635,25.32,51.98,96497.62,17348,4370
2021-09-11 18:23:04.978459,635,25.32,51.98,96497.62,17348,4370
2021-09-11 18:23:16.081203,634,25.32,51.98,96496.69,17386,4371
2021-09-11 18:23:21.051085,634,25.32,51.98,96496.69,17386,4371
2021-09-11 18:23:44.402065,631,25.32,51.98,96495.13,17752,4371
2021-09-11 18:23:52.438054,631,25.32,51.98,96495.13,17752,4371
2021-09-11 18:24:09.570563,629,25.31,51.98,96497.74,18056,4369
2021-09-11 18:24:14.576164,628,25.31,51.98,96497.1,18332,4371
2021-09-11 18:24:40.852042,626,25.31,51.98,96499.71,18522,4371
2021-09-11 18:24:45.830274,623,25.31,51.96,96499.07,18646,4368
2021-09-11 18:24:50.820140,623,25.31,51.96,96499.07,18646,4368
2021-09-11 18:24:55.863307,623,25.31,51.96,96499.07,18646,4368
2021-09-11 18:25:00.863341,623,25.31,51.96,96499.07,18646,4368
2021-09-11 18:25:11.884995,622,25.3,51.98,96497.86,18728,4371
2021-09-11 18:25:16.898174,622,25.3,51.98,96497.86,18728,4371
2021-09-11 18:25:24.950479,620,25.3,51.99,96496.46,18782,4372
2021-09-11 18:25:29.942464,620,25.3,51.99,96496.46,18782,4372
2021-09-11 18:25:37.949645,617,25.3,52.01,96498.15,18812,4371
2021-09-11 18:25:46.006604,617,25.3,52.01,96498.15,18812,4371
2021-09-11 18:25:51.003097,617,25.3,52.01,96498.15,18812,4371
2021-09-11 18:25:56.011141,616,25.3,51.99,96500.99,18846,4370
2021-09-11 18:26:07.058021,616,25.3,51.99,96500.99,18846,4370
2021-09-11 18:26:12.070454,614,25.29,52.0,96500.59,18784,4371
2021-09-11 18:26:17.061750,614,25.29,52.0,96500.59,18784,4371
2021-09-11 18:26:28.153466,612,25.29,52.02,96498.5,18660,4371
2021-09-11 18:26:36.191808,612,25.29,52.02,96498.5,18660,4371
2021-09-11 18:26:41.200428,612,25.29,52.02,96498.5,18660,4371
2021-09-11 18:26:46.205117,610,25.29,52.0,96503.31,18482,4371
2021-09-11 18:27:00.305341,609,25.29,52.02,96501.34,18296,4370
2021-09-11 18:27:08.329076,609,25.29,52.02,96501.34,18296,4370
2021-09-11 18:27:16.353786,609,25.29,52.02,96501.34,18296,4370
2021-09-11 18:27:24.387378,607,25.28,52.02,96500.7,18328,4373
2021-09-11 18:27:29.375685,607,25.28,52.02,96500.7,18328,4373
2021-09-11 18:27:34.394691,606,25.28,52.03,96501.92,18380,4371
2021-09-11 18:27:45.532859,606,25.28,52.03,96501.92,18380,4371
2021-09-11 18:27:53.509127,605,25.28,52.03,96501.92,18646,4370
2021-09-11 18:27:58.520935,605,25.28,52.03,96501.92,18646,4370
2021-09-11 18:28:06.595352,605,25.28,52.03,96501.92,18646,4370
2021-09-11 18:28:11.601236,604,25.28,52.04,96504.53,18746,4371
2021-09-11 18:28:16.597889,604,25.28,52.04,96504.53,18746,4371
2021-09-11 18:28:27.693675,603,25.26,52.05,96501.63,18814,4369
2021-09-11 18:28:41.768495,602,25.27,52.05,96504.83,18740,4369
2021-09-11 18:28:46.766826,602,25.27,52.05,96504.83,18740,4369
2021-09-11 18:28:51.774122,602,25.27,52.05,96504.83,18740,4369
2021-09-11 18:29:05.860925,601,25.26,52.07,96505.64,18806,4370
2021-09-11 18:29:16.978141,600,25.26,52.06,96503.78,18772,4368
2021-09-11 18:29:31.121542,599,25.25,52.06,96503.67,18632,4369
2021-09-11 18:29:36.114777,599,25.25,52.06,96503.67,18632,4369
2021-09-11 18:30:02.331213,597,25.25,52.06,96506.97,18768,4370
2021-09-11 18:30:07.331166,597,25.25,52.06,96506.97,18768,4370
2021-09-11 18:30:18.405783,597,25.25,52.06,96506.97,18768,4370
2021-09-11 18:30:44.661881,596,25.25,52.09,96504.94,18678,4371
2021-09-11 18:30:52.698581,594,25.25,52.09,96507.44,18632,4369
2021-09-11 18:30:57.697084,594,25.25,52.09,96507.44,18632,4369
2021-09-11 18:31:02.685789,594,25.25,52.09,96507.44,18632,4369
2021-09-11 18:31:13.759293,593,25.24,52.12,96507.38,18638,4371
2021-09-11 18:31:24.858161,592,25.24,52.13,96509.99,18634,4368
2021-09-11 18:31:29.837901,592,25.24,52.13,96509.99,18634,4368
2021-09-11 18:31:37.883367,592,25.24,52.13,96509.99,18634,4368
2021-09-11 18:32:01.087054,591,25.23,52.14,96508.77,18686,4373
2021-09-11 18:32:18.284049,591,25.22,52.15,96504.6,18628,4369
2021-09-11 18:32:23.281224,591,25.22,52.15,96504.6,18628,4369
2021-09-11 18:32:31.359556,590,25.23,52.15,96507.5,18616,4369
2021-09-11 18:32:36.355166,590,25.23,52.15,96507.5,18616,4369
2021-09-11 18:32:56.516097,590,25.22,52.17,96504.6,18658,4369
2021-09-11 18:33:32.020089,589,25.21,52.17,96505.0,18526,4368
2021-09-11 18:33:43.108582,589,25.21,52.19,96504.66,18546,4370
2021-09-11 18:33:51.123058,589,25.21,52.19,96504.66,18546,4370
2021-09-11 18:33:56.126997,588,25.21,52.2,96506.4,18576,4370
2021-09-11 18:34:01.127427,588,25.21,52.2,96506.4,18576,4370
2021-09-11 18:34:06.115082,588,25.21,52.2,96506.4,18576,4370
2021-09-11 18:34:11.116025,588,25.21,52.2,96506.05,18564,4371
2021-09-11 18:34:43.500344,587,25.2,52.21,96506.22,18552,4372
2021-09-11 18:34:51.582286,587,25.2,52.21,96506.22,18552,4372
2021-09-11 18:35:02.716775,586,25.2,52.22,96505.18,18554,4373
2021-09-11 18:35:16.830994,584,25.19,52.23,96504.6,18452,4371
2021-09-11 18:35:33.952173,584,25.19,52.23,96504.6,18452,4371
2021-09-11 18:36:03.298368,583,25.19,52.26,96506.75,18556,4370
2021-09-11 18:36:11.326254,582,25.19,52.26,96505.99,18486,4370
2021-09-11 18:36:16.393901,582,25.19,52.26,96505.99,18486,4370
2021-09-11 18:36:24.379357,581,25.18,52.25,96504.95,18472,4370
2021-09-11 18:36:32.435100,581,25.18,52.25,96504.95,18472,4370
2021-09-11 18:36:46.537074,580,25.18,52.27,96505.3,18486,4371
2021-09-11 18:36:54.546392,580,25.18,52.27,96505.3,18486,4371
2021-09-11 18:37:05.656315,579,25.17,52.29,96505.99,18530,4368
2021-09-11 18:37:28.885122,578,25.17,52.3,96507.79,18518,4371
2021-09-11 18:37:39.941896,578,25.17,52.3,96506.28,18484,4371
2021-09-11 18:38:03.239864,578,25.17,52.32,96507.5,18430,4370
2021-09-11 18:38:23.461138,578,25.16,52.32,96506.34,18400,4370
2021-09-11 18:38:34.492829,578,25.16,52.32,96506.34,18400,4370
2021-09-11 18:38:39.497451,578,25.16,52.32,96505.7,18462,4370
2021-09-11 18:38:53.607416,578,25.15,52.33,96503.5,18468,4371
2021-09-11 18:39:01.646336,578,25.15,52.33,96503.5,18468,4371
2021-09-11 18:39:09.694342,577,25.15,52.35,96506.46,18412,4370
2021-09-11 18:39:14.702315,577,25.15,52.35,96506.46,18412,4370
2021-09-11 18:39:25.732801,577,25.15,52.35,96506.46,18412,4370
2021-09-11 18:39:42.900382,577,25.14,52.34,96502.98,18444,4369
2021-09-11 18:39:50.967428,577,25.14,52.33,96507.91,18410,4369
2021-09-11 18:39:58.957486,576,25.14,52.35,96507.5,18414,4370
2021-09-11 18:40:10.017780,576,25.14,52.35,96507.5,18414,4370
2021-09-11 18:40:18.051207,576,25.14,52.38,96509.77,18384,4370
2021-09-11 18:40:26.087248,576,25.14,52.38,96509.77,18384,4370
2021-09-11 18:40:34.147086,575,25.13,52.39,96508.09,18360,4371
2021-09-11 18:40:45.223111,575,25.13,52.39,96508.09,18360,4371
2021-09-11 18:40:53.290396,575,25.13,52.4,96506.93,18352,4372
2021-09-11 18:41:04.361271,575,25.13,52.4,96506.93,18352,4372
2021-09-11 18:42:01.026892,573,25.11,52.42,96507.85,18294,4369
2021-09-11 18:42:06.034459,573,25.11,52.42,96507.85,18294,4369
2021-09-11 18:42:17.134624,572,25.11,52.45,96509.01,18284,4372
2021-09-11 18:42:31.243431,572,25.11,52.45,96507.68,18218,4369
2021-09-11 18:42:39.262409,572,25.11,52.45,96507.68,18218,4369
2021-09-11 18:42:53.396210,570,25.1,52.46,96508.09,18178,4371
2021-09-11 18:43:01.426072,569,25.11,52.47,96509.89,18136,4371
2021-09-11 18:43:06.441800,569,25.11,52.47,96509.89,18136,4371
2021-09-11 18:43:29.702710,568,25.1,52.47,96507.97,18192,4370
2021-09-11 18:43:49.909390,568,25.09,52.49,96508.73,18080,4368
2021-09-11 18:44:13.119909,569,25.09,52.5,96511.22,18158,4371
2021-09-11 18:44:24.194767,569,25.09,52.5,96511.22,18158,4371
2021-09-11 18:44:35.289049,569,25.09,52.52,96510.64,18048,4370
2021-09-11 18:44:43.368158,569,25.08,52.51,96510.52,18058,4369
2021-09-11 18:45:15.670826,569,25.08,52.55,96511.51,18070,4368
2021-09-11 18:45:26.736991,569,25.08,52.55,96511.51,18070,4368
2021-09-11 18:45:37.853378,570,25.08,52.55,96512.67,18022,4370
2021-09-11 18:45:51.937279,569,25.07,52.54,96511.1,17972,4370
2021-09-11 18:45:56.946440,569,25.07,52.54,96511.1,17972,4370
2021-09-11 18:46:04.972929,569,25.07,52.57,96511.28,17982,4370
2021-09-11 18:46:28.286927,570,25.06,52.58,96510.64,18028,4370
2021-09-11 18:46:33.271063,570,25.06,52.58,96510.64,18028,4370
2021-09-11 18:46:38.292989,570,25.06,52.58,96510.64,18028,4370
2021-09-11 18:46:49.338787,570,25.06,52.58,96512.03,17992,4371
2021-09-11 18:46:54.334393,570,25.06,52.58,96512.03,17992,4371
2021-09-11 18:47:14.515507,569,25.06,52.62,96512.9,17914,4369
2021-09-11 18:47:22.563951,569,25.06,52.62,96512.9,17914,4369
2021-09-11 18:47:36.621617,569,25.05,52.63,96515.57,17920,4371
2021-09-11 18:47:53.801750,569,25.05,52.64,96513.19,17884,4369
2021-09-11 18:48:17.015997,569,25.04,52.65,96515.22,17870,4368
2021-09-11 18:48:25.046229,569,25.04,52.65,96515.22,17870,4368
2021-09-11 18:48:33.090470,569,25.04,52.65,96515.22,17870,4368
2021-09-11 18:48:41.139838,570,25.05,52.67,96514.76,17822,4372
2021-09-11 18:48:49.184766,570,25.05,52.67,96514.76,17822,4372
2021-09-11 18:48:54.182033,570,25.04,52.68,96514.59,17900,4372
2021-09-11 18:49:02.285761,570,25.04,52.68,96514.59,17900,4372
2021-09-11 18:49:07.253832,570,25.04,52.7,96517.08,17808,4370
2021-09-11 18:49:12.228851,570,25.04,52.7,96517.08,17808,4370
2021-09-11 18:49:26.311144,570,25.03,52.69,96518.47,17766,4369
2021-09-11 18:49:52.670482,571,25.03,52.7,96517.72,17700,4371
2021-09-11 18:50:00.727309,571,25.03,52.72,96519.52,17880,4372
2021-09-11 18:50:08.721130,571,25.03,52.72,96519.52,17880,4372
2021-09-11 18:50:13.725355,572,25.03,52.72,96517.54,17816,4372
2021-09-11 18:50:18.733185,572,25.03,52.72,96517.54,17816,4372
2021-09-11 18:50:23.728578,572,25.03,52.72,96517.54,17816,4372
2021-09-11 18:50:28.724204,572,25.03,52.72,96517.54,17816,4372
2021-09-11 18:50:51.936382,573,25.02,52.75,96517.89,17828,4369
2021-09-11 18:51:02.995508,573,25.02,52.75,96518.41,17788,4371
2021-09-11 18:51:14.090327,573,25.02,52.75,96518.41,17788,4371
2021-09-11 18:51:19.087055,573,25.02,52.75,96518.41,17788,4371
2021-09-11 18:51:24.119152,574,25.02,52.75,96517.72,17810,4371
2021-09-11 18:51:29.129674,574,25.02,52.75,96517.72,17810,4371
2021-09-11 18:51:52.418476,574,25.01,52.77,96518.36,17726,4371
2021-09-11 18:51:57.404916,574,25.01,52.77,96518.36,17786,4371
2021-09-11 18:52:08.478310,574,25.01,52.78,96520.04,17788,4370
2021-09-11 18:52:13.458459,574,25.01,52.78,96520.04,17788,4370
2021-09-11 18:52:27.618415,573,25.0,52.78,96519.17,17748,4371
2021-09-11 18:52:50.996471,573,25.0,52.82,96520.21,17792,4368
2021-09-11 18:52:59.008615,573,25.0,52.83,96517.78,17846,4370
2021-09-11 18:53:04.035539,573,25.0,52.83,96517.78,17846,4370
2021-09-11 18:53:12.033277,573,25.0,52.83,96517.78,17846,4370
2021-09-11 18:53:17.034816,573,25.0,52.84,96520.27,17810,4369
2021-09-11 18:53:22.041361,573,25.0,52.84,96520.27,17810,4369
2021-09-11 18:53:27.071739,573,25.0,52.84,96520.27,17810,4369
2021-09-11 18:53:38.123467,575,24.99,52.91,96520.68,17826,4369
2021-09-11 18:53:43.127588,575,24.99,52.91,96520.68,17826,4369
2021-09-11 18:53:48.155054,576,24.99,52.92,96518.41,17786,4372
2021-09-11 18:54:02.232445,576,24.99,52.92,96518.41,17786,4372
2021-09-11 18:54:10.248408,578,24.99,52.92,96519.75,17760,4369
2021-09-11 18:54:15.269466,578,24.99,52.92,96519.75,17760,4369
2021-09-11 18:54:20.266531,578,24.99,52.92,96519.75,17760,4369
2021-09-11 18:54:28.354588,580,24.99,52.96,96519.86,17592,4370
2021-09-11 18:54:33.331716,580,24.99,52.96,96519.86,17592,4370
2021-09-11 18:54:38.336024,585,24.98,52.99,96518.88,17292,4370
2021-09-11 18:54:49.477715,585,24.98,52.99,96518.88,17292,4370
2021-09-11 18:54:54.477328,590,24.98,53.02,96519.92,16960,4369
2021-09-11 18:54:59.457526,590,24.98,53.02,96519.92,16960,4369
2021-09-11 18:55:04.462629,590,24.98,53.02,96519.92,16960,4369
2021-09-11 18:55:09.479054,590,24.98,53.02,96519.92,16960,4369
2021-09-11 18:55:17.523589,595,24.98,53.03,96517.89,16766,4372
2021-09-11 18:55:25.574277,595,24.98,53.03,96517.89,16766,4372
2021-09-11 18:55:39.641361,601,24.99,53.04,96519.23,16728,4371
2021-09-11 18:55:44.636847,605,24.98,53.05,96518.88,16656,4371
2021-09-11 18:55:52.663415,605,24.98,53.05,96518.88,16656,4371
2021-09-11 18:56:00.681192,605,24.98,53.05,96518.88,16656,4371
2021-09-11 18:56:05.685146,609,24.99,53.07,96521.2,16778,4373
2021-09-11 18:56:22.875389,612,24.98,53.08,96521.08,16624,4372
2021-09-11 18:56:30.984015,612,24.98,53.08,96521.08,16624,4372
2021-09-11 18:56:39.013784,618,24.98,53.07,96519.4,16546,4369
2021-09-11 18:56:44.000150,618,24.98,53.07,96519.4,16546,4369
2021-09-11 18:56:49.004213,618,24.98,53.07,96519.4,16546,4369
2021-09-11 18:56:57.083979,624,24.98,53.09,96521.72,16572,4372
2021-09-11 18:57:08.204835,629,24.98,53.1,96520.85,16530,4370
2021-09-11 18:57:25.408288,633,24.98,53.1,96521.55,16564,4371
2021-09-11 18:57:33.478962,633,24.98,53.1,96521.55,16564,4371
2021-09-11 18:57:38.450217,633,24.98,53.1,96521.55,16564,4371
2021-09-11 18:58:04.748856,636,24.98,53.1,96522.36,16532,4372
2021-09-11 18:58:09.757448,636,24.98,53.1,96522.36,16532,4372
2021-09-11 18:58:14.756429,638,24.98,53.1,96523.23,16524,4371
2021-09-11 18:58:19.756702,638,24.98,53.1,96523.23,16524,4371
2021-09-11 18:58:24.763438,638,24.98,53.1,96523.23,16524,4371
2021-09-11 18:58:41.964347,639,24.98,53.12,96522.47,16514,4370
2021-09-11 18:58:59.234372,639,24.98,53.12,96522.42,16530,4371
2021-09-11 18:59:10.233280,639,24.98,53.12,96523.0,16526,4371
2021-09-11 18:59:15.263247,639,24.98,53.12,96523.0,16526,4371
2021-09-11 18:59:20.293174,639,24.98,53.12,96522.36,16548,4372
2021-09-11 18:59:25.255228,639,24.98,53.12,96522.36,16548,4372
2021-09-11 18:59:30.250922,639,24.98,53.12,96522.36,16548,4372
2021-09-11 18:59:35.245819,639,24.98,53.12,96522.36,16548,4372
2021-09-11 18:59:40.265794,638,24.97,53.11,96521.6,16684,4370
2021-09-11 18:59:54.409749,636,24.98,53.13,96524.56,16710,4371
2021-09-11 19:00:02.464197,636,24.98,53.13,96524.56,16710,4371
2021-09-11 19:00:07.476772,636,24.98,53.13,96524.56,16710,4371
2021-09-11 19:00:12.481796,635,24.98,53.13,96520.97,16908,4370
2021-09-11 19:00:20.516995,635,24.98,53.13,96520.97,16908,4370
2021-09-11 19:00:25.503167,635,24.98,53.13,96520.97,16908,4370
2021-09-11 19:00:30.505907,634,24.98,53.12,96524.5,16832,4370
2021-09-11 19:00:38.642983,634,24.98,53.12,96524.5,16832,4370
2021-09-11 19:00:43.597217,633,24.98,53.14,96525.37,16778,4371
2021-09-11 19:00:54.647272,633,24.98,53.14,96525.37,16778,4371
2021-09-11 19:00:59.661930,632,24.98,53.15,96524.45,16570,4372
2021-09-11 19:01:26.011660,630,24.97,53.14,96522.42,16460,4371
